φαεινός	shining	15	0.29	2	0.53	0	0.47
ἔνθεν	whence; thence	15	0.29	0	0	1	0.23
καταλέγω	recount	15	0.29	0	0	2	0.47
ἀοιδός	a singer	15	0.29	0	0	12	2.84
ἔρις	strife	14	0.27	0	0	1	0.23
Ἄργος	Argos	14	0.27	3	0.79	0	0.23
πίων	fat	14	0.27	0	0	1	0.23
χώομαι	to be angry	14	0.27	0	0	1	0.23
ἀργύρεος	silver	14	0.27	0	0	1	0.23
πάλιν	back	14	0.27	1	0.26	0	0.23
ἀμείνων	better	14	0.27	2	0.53	0	0.23
Ἰδομενεύς	Idomeneus	14	0.27	1	0.26	0	0.23
πτολίεθρον	town	14	0.27	0	0	1	0.23
ὠθέω	to thrust	14	0.27	1	0.26	0	0.23
γείνομαι	to be born; to beget	14	0.27	2	0.53	1	0.23
αὖθι	on the spot	14	0.27	2	0.53	1	0.23
χαλεπός	hard to bear	14	0.27	0	0	1	0.23
θείνω	to strike	14	0.27	4	1.06	0	0.23
θεσπέσιος	divinely sounding	14	0.27	0	0	1	0.23
ἡγήτωρ	a leader	14	0.27	0	0	5	1.18
ἀείρω	to lift	14	0.27	2	0.53	1	0.23
οὐκέτι	no more	14	0.27	0	0	2	0.47
ἅρμα	a chariot	14	0.27	1	0.26	0	0.47
αἰδοῖος	regarded with reverence	14	0.27	1	0.26	3	0.71
ἐρατεινός	lovely	14	0.27	1	0.26	1	0.23
αἰπύς	high and steep	14	0.27	2	0.53	0	0.23
ἄγριος	(living in the fields) wild	14	0.27	2	0.53	2	0.47
νεκρός	a dead body	14	0.27	1	0.26	0	0.47
ἀφικνέομαι	to come to	14	0.27	0	0	1	0.23
ἐποίχομαι	to go towards	13	0.25	2	0.53	0	0.23
εἴσω	to within	13	0.25	3	0.79	1	0.23
αἰχμητής	a spearman	13	0.25	2	0.53	0	0.23
τρίς	thrice	13	0.25	1	0.26	1	0.23
δαίμων	god; divine power	13	0.25	1	0.26	0	0.23
φύλλον	a leaf;	13	0.25	2	0.53	0	0.23
κρίνω	to pick out	13	0.25	1	0.26	2	0.47
ἔρομαι	to ask	13	0.25	1	0.26	1	0.23
ἠύτε	NoDef	13	0.25	0	0	2	0.47
χαλκοχίτων	brass-clad	13	0.25	1	0.26	0	0.47
ἱστίον	any web	13	0.25	0	0	2	0.47
κρατήρ	a mixing vessel	13	0.25	1	0.26	0	0.47
δέπας	a beaker	13	0.25	1	0.26	2	0.47
κοιμάω	to lull	13	0.25	2	0.53	1	0.23
θέω	to run	13	0.25	6	1.59	3	0.71
κράς	the head	13	0.25	1	0.26	1	0.23
θεῖος	of/from the gods	13	0.25	1	0.26	5	1.18
ἀνίημι	to send up; let go	13	0.25	1	0.26	2	0.47
ἐπίκουρος	an assister	13	0.25	2	0.53	0	0.47
πλήσσω	to strike	13	0.25	0	0	1	0.23
πλησίος	near	13	0.25	2	0.53	2	0.47
ἰδέ	and	13	0.25	2	0.53	0	0.47
θεοειδής	divine of form	13	0.25	3	0.79	0	0.47
λέων	a lion	13	0.25	1	0.26	0	0.47
ἀλκή	strength	13	0.25	2	0.53	0	0.47
καθίζω	to make to sit down	13	0.25	1	0.26	2	0.47
κασίγνητος	a brother; adj of a brother; sibling	13	0.25	5	1.32	2	0.47
τείρω	to rub hard	13	0.25	3	0.79	0	0.47
κρέας	flesh	13	0.25	0	0	1	0.23
φαίδιμος	shining	13	0.25	5	1.32	0	0.23
κύων	a dog	12	0.23	2	0.53	0	0.23
λέχος	a couch	12	0.23	0	0	1	0.23
κήδω	to trouble	12	0.23	1	0.26	0	0.23
μετεῖπον	to speak among	12	0.23	0	0	1	0.23
βαρύς	heavy	12	0.23	0	0	2	0.47
τεός	= σός	12	0.23	0	0	2	0.47
ὀλίγος	few	12	0.23	0	0	2	0.47
ἄχος	pain	12	0.23	2	0.53	2	0.47
τρέπω	to turn	12	0.23	1	0.26	0	0.47
κεῖνος	NoDef	12	0.23	1	0.26	1	0.23
ὀνομάζω	to name	12	0.23	3	0.79	2	0.47
τόφρα	up to	12	0.23	0	0	2	0.47
θρόνος	a seat	12	0.23	0	0	3	0.71
λίαν	very	12	0.23	2	0.53	3	0.71
ἀίσσω	to move with a quick shooting motion	12	0.23	2	0.53	0	0.71
εἷμα	a garment	12	0.23	0	0	2	0.47
μίμνω	to stay	12	0.23	2	0.53	0	0.47
σῆμα	a sign	12	0.23	4	1.06	2	0.47
στυγερός	hated	12	0.23	1	0.26	0	0.47
ἐυκτίμενος	NoDef	12	0.23	2	0.53	1	0.23
ἀοιδή	song	12	0.23	0	0	7	1.66
πήγνυμι	to make fast	12	0.23	1	0.26	0	1.66
ζωός	alive	12	0.23	3	0.79	0	1.66
πύλη	one wing of a pair of double gates	12	0.23	4	1.06	0	1.66
κορυθαίολος	with glancing helm	12	0.23	7	1.86	0	1.66
λυγρός	sore	12	0.23	2	0.53	0	1.66
Σαρπηδών	Sarpedon	12	0.23	1	0.26	0	1.66
νηλής	pitiless	12	0.23	0	0	2	0.47
ἀλέομαι	to avoid	12	0.23	1	0.26	0	0.47
ὀστέον	bone	12	0.23	1	0.26	0	0.47
ὗς	wild swine	12	0.23	0	0	2	0.47
αὐλή	court	12	0.23	2	0.53	0	0.47
ἐποτρύνω	to stir up	12	0.23	2	0.53	3	0.71
εὐπλόκαμος	NoDef	12	0.23	2	0.53	0	0.71
Ἀρήτη	wife of Alcinous	12	0.23	0	0	3	0.71
ἐρίζω	to strive	11	0.21	1	0.26	3	0.71
ναός	the dwelling of a god	11	0.21	7	1.86	0	0.71
Φοῖβος	Phoebus	11	0.21	0	0	1	0.23
ὅπως	how	11	0.21	0	0	1	0.23
καρπός	fruit	11	0.21	1	0.26	0	0.23
πάρειμι	be present	11	0.21	0	0	2	0.47
καρτερός	strong	11	0.21	0	0	1	0.23
ὄζος	a bough	11	0.21	1	0.26	0	0.23
φορέω	to bear	11	0.21	1	0.26	0	0.23
λιγύς	clear	11	0.21	0	0	5	1.18
γενεά	race	11	0.21	6	1.59	0	1.18
γηθέω	to rejoice	11	0.21	1	0.26	2	0.47
ἕρκος	a fence	11	0.21	1	0.26	1	0.23
στενάχω	to sigh	11	0.21	0	0	2	0.47
ἐύς	NoDef	11	0.21	2	0.53	2	0.47
ἠριγένεια	early-born	11	0.21	0	0	1	0.23
ῥοδοδάκτυλος	rosy-fingered	11	0.21	1	0.26	1	0.23
ἰάχω	to cry	11	0.21	1	0.26	0	0.23
Κρονίδης	son of Cronus	11	0.21	1	0.26	0	0.23
μᾶλλον	more	11	0.21	0	0	1	0.23
τίω	to pay honour to	11	0.21	1	0.26	1	0.23
ἀργυρόηλος	silver-studded	11	0.21	0	0	3	0.71
φέρτατος	bravest	11	0.21	1	0.26	1	0.23
νοστέω	to come	11	0.21	0	0	2	0.47
λᾶας	stone	11	0.21	0	0	1	0.23
ἐπείγω	to press down	11	0.21	3	0.79	0	0.23
ὕλη	wood	11	0.21	1	0.26	0	0.23
ὥρα	[sacrificial victim]	11	0.21	1	0.26	0	0.23
πεντήκοντα	fifty	11	0.21	1	0.26	2	0.47
ναιετάω	to dwell	11	0.21	3	0.79	1	0.23
ἄρουρα	tilled or arable land	11	0.21	2	0.53	0	0.23
φάλαγξ	a line of battle	11	0.21	2	0.53	0	0.23
Λύκιοι	the Lycians	11	0.21	2	0.53	0	0.23
τείνω	to stretch	11	0.21	0	0	1	0.23
ἀγαυός	illustrious	11	0.21	1	0.26	1	0.23
μειλίχιος	gentle	11	0.21	2	0.53	1	0.23
νέφος	a cloud	11	0.21	0	0	1	0.23
λούω	to wash	11	0.21	1	0.26	4	0.94
κλείς	bar	11	0.21	1	0.26	1	0.23
κατέρχομαι	to go down from; return from exile	11	0.21	2	0.53	1	0.23
μυρίος	numberless	10	0.19	0	0	1	0.23
τίς	who? which?	10	0.19	2	0.53	0	0.23
ἄποινα	a ransom; compensation	10	0.19	2	0.53	0	0.23
εὔκομος	fair-haired	10	0.19	3	0.79	1	0.23
αὔτως	in this very manner	10	0.19	1	0.26	0	0.23
δεύω	to wet	10	0.19	0	0	1	0.23
ἔκπαγλος	terrible	10	0.19	0	0	1	0.23
δηλέομαι	to hurt	10	0.19	0	0	1	0.23
ὄπισθεν	behind	10	0.19	2	0.53	1	0.23
νόσφι	aloof	10	0.19	1	0.26	1	0.23
ἀποβαίνω	to step off from	10	0.19	2	0.53	0	0.23
ἑξῆς	one after another	10	0.19	1	0.26	0	0.23
αἶθοψ	fiery-looking	10	0.19	1	0.26	0	0.23
δαιμόνιος	of or belonging to a δαίμων; miraculous	10	0.19	4	1.06	0	0.23
κάθημαι	to be seated	10	0.19	0	0	1	0.23
Μοῦσα	the Muse	10	0.19	0	0	4	0.94
ἀμφίς	on both sides; apart	10	0.19	0	0	2	0.47
Ἀτρεύς	Atreus	10	0.19	1	0.26	0	0.47
ἐγείρω	to awaken	10	0.19	1	0.26	0	0.47
πέτομαι	to fly	10	0.19	0	0	1	0.23
ὄσσα	a rumour	10	0.19	1	0.26	0	0.23
βοάω	to cry aloud	10	0.19	0	0	1	0.23
ἐρείδω	cause to lean	10	0.19	0	0	2	0.47
σεύω	to put in quick motion: to drive	10	0.19	3	0.79	0	0.47
χρυσός	gold	10	0.19	1	0.26	2	0.47
αὔω	to burn	10	0.19	2	0.53	0	0.47
θώραξ	a breastplate	10	0.19	1	0.26	0	0.47
κατακτείνω	to kill	10	0.19	3	0.79	0	0.47
τεῖχος	a wall	10	0.19	3	0.79	0	0.47
Λυκία	Lycia.	10	0.19	6	1.59	0	0.47
γυῖον	a limb	10	0.19	1	0.26	1	0.23
κοῦρος	[Ep. and Ion. boy > κόρος]	10	0.19	0	0	3	0.71
ἐρύκω	to keep in	10	0.19	2	0.53	1	0.23
πύργος	a tower	10	0.19	3	0.79	0	0.23
αἰχμή	the point of a spear	10	0.19	2	0.53	0	0.23
ἀήρ	the lower air	10	0.19	0	0	1	0.23
τύπτω	to beat	10	0.19	1	0.26	0	0.23
ἐλεέω	to have pity on	10	0.19	4	1.06	0	0.23
σπένδω	to pour a libation	10	0.19	1	0.26	2	0.47
Δημόδοκος	Demodocus	10	0.19	0	0	10	2.37
αἰδέομαι	to be ashamed to do	9	0.17	1	0.26	1	0.23
ὕστερος	latter	9	0.17	0	0	1	0.23
γῆρας	old age	9	0.17	0	0	1	0.23
ἀράομαι	to pray to	9	0.17	2	0.53	0	0.23
ἶφι	strongly	9	0.17	1	0.26	0	0.23
ἀγοράομαι	to meet in assembly	9	0.17	0	0	1	0.23
πρόφρων	with forward mind	9	0.17	1	0.26	1	0.23
αὐδάω	to utter sounds	9	0.17	1	0.26	0	0.23
ἀεικής	unseemly	9	0.17	0	0	1	0.23
οὔτι	in no wise	9	0.17	2	0.53	2	0.47
ἠέ	ah!	9	0.17	0	0	1	0.23
τίπτε	why? (τί ποτε)	9	0.17	1	0.26	0	0.23
ἀπιθέω	he disobeyed	9	0.17	1	0.26	0	0.23
μάρναμαι	to fight	9	0.17	3	0.79	0	0.23
δειλός	cowardly	9	0.17	0	0	2	0.47
ἔισος	NoDef	9	0.17	0	0	1	0.23
θεράπων	a waiting-man	9	0.17	3	0.79	0	0.23
ἄγγελος	a messenger	9	0.17	0	0	1	0.23
ἆσσον	nearer	9	0.17	1	0.26	0	0.23
ὀφέλλω	[Epic	9	0.17	1	0.26	3	0.71
Θήβη	NoDef	9	0.17	2	0.53	0	0.71
αἶσα	share	9	0.17	3	0.79	1	0.23
κομίζω	to take care of	9	0.17	1	0.26	1	0.23
περικλυτός	heard of all round	9	0.17	1	0.26	7	1.66
φᾶρος	a large piece of cloth	9	0.17	0	0	6	1.42
μέδων	a guardian	9	0.17	0	0	5	1.18
ἐνέπω	to tell	9	0.17	1	0.26	2	0.47
προπάροιθε	before	9	0.17	1	0.26	0	0.47
Ἑρμῆς	Hermes	9	0.17	0	0	3	0.71
τοιόσδε	such a	9	0.17	1	0.26	0	0.71
εὔσελμος	well-benched	9	0.17	0	0	1	0.23
ἔξοχος	standing out	9	0.17	1	0.26	1	0.23
ὀδύρομαι	to lament	9	0.17	0	0	2	0.47
δηρός	long	9	0.17	0	0	2	0.47
σμερδαλέος	terrible to look on	9	0.17	0	0	1	0.23
φαγεῖν	to eat	9	0.17	0	0	1	0.23
φόνος	murder	9	0.17	1	0.26	1	0.23
πότμος	that which befals one	9	0.17	1	0.26	0	0.23
περάω	to drive right through; pass	9	0.17	1	0.26	0	0.23
ἔργω	to bar one's way	9	0.17	0	0	1	0.23
ἄρειος	NoDef	9	0.17	1	0.26	0	0.23
ἠμέν	as well .. 	9	0.17	0	0	2	0.47
νύμφη	a young wife	9	0.17	2	0.53	0	0.47
κλίνω	to make to bend	9	0.17	1	0.26	0	0.47
τοκεύς	one who begets	9	0.17	0	0	2	0.47
χάλκειος	of copper	9	0.17	4	1.06	0	0.47
ζωστήρ	a girdle	9	0.17	1	0.26	0	0.47
ἐπήν	NoDef	9	0.17	1	0.26	2	0.47
ὀπάζω	to make to follow	9	0.17	1	0.26	2	0.47
οὐτάω	to wound	9	0.17	1	0.26	0	0.47
ἐξεναρίζω	to strip	9	0.17	4	1.06	0	0.47
λίθος	a stone	9	0.17	2	0.53	2	0.47
ἐναντίος	opposite	9	0.17	4	1.06	0	0.47
χαρίζομαι	NoDef	9	0.17	1	0.26	2	0.47
ἐγγύθεν	from nigh at hand	9	0.17	0	0	3	0.71
ζώω	NoDef	9	0.17	1	0.26	0	0.71
πέπλος	any woven cloth	9	0.17	4	1.06	0	0.71
εὐεργής	well-wrought	9	0.17	0	0	1	0.23
ξεστός	smoothed	9	0.17	3	0.79	1	0.23
οὐδός	a threshold	9	0.17	1	0.26	1	0.23
δόρπον	the evening meal	9	0.17	0	0	1	0.23
ἐμπίπλημι	NoDef	9	0.17	0	0	2	0.47
χαρίεις	graceful	8	0.15	2	0.53	1	0.23
ὄχα	far	8	0.15	1	0.26	1	0.23
τοὔνεκα	for that reason	8	0.15	1	0.26	0	0.23
δέμας	the (physical frame	8	0.15	0	0	3	0.71
καλλιπάρηος	beautiful-cheeked	8	0.15	2	0.53	0	0.71
μογέω	to toil	8	0.15	0	0	2	0.47
εὖτε	when	8	0.15	2	0.53	0	0.47
μεθίημι	to let go	8	0.15	2	0.53	0	0.47
εἴκοσι	twenty	8	0.15	1	0.26	0	0.47
ἄφαρ	straightway	8	0.15	0	0	2	0.47
τυτθός	little	8	0.15	1	0.26	0	0.47
κελαινεφής	black with clouds	8	0.15	1	0.26	0	0.47
κόρος	one's fill	8	0.15	1	0.26	2	0.47
πορφύρεος	darkgleaming	8	0.15	0	0	2	0.47
ἀυτή	NoDef	8	0.15	1	0.26	0	0.47
δέος	fear	8	0.15	0	0	1	0.23
ἀντίος	set against	8	0.15	1	0.26	0	0.23
φόρμιγξ	the phorminx	8	0.15	0	0	7	1.66
μήδομαι	to be minded	8	0.15	1	0.26	0	1.66
μεταυδάω	to speak among	8	0.15	0	0	3	0.71
νεφέλη	a cloud	8	0.15	0	0	1	0.23
νῶτον	the back; surface (of the sea)	8	0.15	0	0	1	0.23
χλαῖνα	cloak	8	0.15	0	0	1	0.23
εἰσέρχομαι	to go in	8	0.15	2	0.53	0	0.23
ἐφέπω	to go after	8	0.15	1	0.26	0	0.23
φῦλον	a race	8	0.15	0	0	1	0.23
ἱερεύω	to slaughter	8	0.15	4	1.06	1	0.23
δάιος	NoDef	8	0.15	3	0.79	0	0.23
Εὐρύαλος	Euryalus	8	0.15	1	0.26	6	1.42
πλεῖστος	most	8	0.15	1	0.26	0	1.42
θῆλυς	female	8	0.15	0	0	1	0.23
ἀλεγεινός	hard	8	0.15	0	0	2	0.47
γένος	race	8	0.15	2	0.53	1	0.23
πάλλω	to poise	8	0.15	2	0.53	0	0.23
ἄκοιτις	a spouse	8	0.15	2	0.53	0	0.23
ὁρμάω	to set in motion	8	0.15	1	0.26	1	0.23
ὄνομα	name	8	0.15	0	0	1	0.23
καταβαίνω	to step down	8	0.15	1	0.26	0	0.23
κατέπεφνον	to kill	8	0.15	4	1.06	0	0.23
στιβαρός	compact	8	0.15	0	0	4	0.94
κόρυς	a helmet	8	0.15	4	1.06	0	0.94
δείκνυμι	to show	8	0.15	1	0.26	1	0.23
φύλοπις	the battle-cry	8	0.15	2	0.53	0	0.23
ἀνάγκη	force	8	0.15	1	0.26	0	0.23
ὀρέγω	to reach	8	0.15	1	0.26	0	0.23
Ἀντίλοχος	Antilochus	8	0.15	1	0.26	0	0.23
αὐχήν	the neck	8	0.15	1	0.26	1	0.23
μαίνομαι	to rage	8	0.15	3	0.79	0	0.23
γοάω	to wail	8	0.15	2	0.53	1	0.23
τῇ	here	8	0.15	2	0.53	2	0.47
καταλείπω	to leave behind	8	0.15	2	0.53	0	0.47
πολύτλας	having borne much	8	0.15	0	0	2	0.47
ὅπη	by which way	8	0.15	0	0	2	0.47
γεραιός	old	7	0.13	4	1.06	0	0.47
κινέω	to set in motion	7	0.13	0	0	1	0.23
δέκατος	tenth	7	0.13	1	0.26	0	0.23
λεύσσω	to look	7	0.13	0	0	2	0.47
ἱερόν	sanctuary	7	0.13	0	0	1	0.23
ὑπόδρα	from under	7	0.13	0	0	1	0.23
σκιόεις	shady	7	0.13	0	0	1	0.23
ἐπισεύω	to put in motion against	7	0.13	1	0.26	0	0.23
καρδία	the heart	7	0.13	0	0	1	0.23
πείρω	to pierce quite through	7	0.13	0	0	1	0.23
κελαινός	black	7	0.13	1	0.26	0	0.23
ἀπαυράω	to take away	7	0.13	2	0.53	0	0.23
πάντῃ	every way	7	0.13	2	0.53	0	0.23
Θέτις	Thetis	7	0.13	1	0.26	0	0.23
ὀφείλω	to owe	7	0.13	1	0.26	0	0.23
βωμός	any raised platform	7	0.13	0	0	1	0.23
δεύτερος	second	7	0.13	1	0.26	0	0.23
νημερτής	unerring	7	0.13	1	0.26	0	0.23
ὑπισχνέομαι	to promise	7	0.13	3	0.79	1	0.23
ἅλλομαι	to spring	7	0.13	1	0.26	0	0.23
ἀτρεκής	real	7	0.13	0	0	1	0.23
δαίω	to light up	7	0.13	0	0	2	0.47
ἐννέα	nine	7	0.13	1	0.26	1	0.23
ὀρίνω	to stir	7	0.13	0	0	1	0.23
ἐκτελέω	to bring quite to an end	7	0.13	0	0	1	0.23
θαυμάζω	to wonder	7	0.13	0	0	2	0.47
τέρας	a sign	7	0.13	1	0.26	0	0.47
τοιοῦτος	such as this	7	0.13	0	0	1	0.23
νεῖκος	a quarrel	7	0.13	0	0	1	0.23
μέτειμι	be among; (+dat and gen) have a share in	7	0.13	1	0.26	0	0.23
διακρίνω	to separate one from another	7	0.13	0	0	1	0.23
ῥήγνυμι	to break	7	0.13	1	0.26	0	0.23
ἀφνειός	rich	7	0.13	2	0.53	0	0.23
Θρᾷξ	a Thracian;	7	0.13	1	0.26	0	0.23
καταχεύω	NoDef	7	0.13	1	0.26	1	0.23
ὑπέρθυμος	high-spirited	7	0.13	1	0.26	0	0.23
φόβος	fear	7	0.13	2	0.53	0	0.23
Ἀντήνωρ	instead of a man	7	0.13	1	0.26	0	0.23
ῥοή	a river	7	0.13	1	0.26	0	0.23
κερδίων	more profitable	7	0.13	2	0.53	0	0.23
ἕννυμι	to put clothes on	7	0.13	0	0	1	0.23
σιωπή	silence	7	0.13	1	0.26	1	0.23
κατατίθημι	to place	7	0.13	1	0.26	0	0.23
τρίτος	the third	7	0.13	1	0.26	0	0.23
χαλκήρης	fitted with brass	7	0.13	1	0.26	0	0.23
ποικίλος	many-coloured	7	0.13	1	0.26	1	0.23
δολιχόσκιος	casting a long shadow;	7	0.13	2	0.53	0	0.23
ἄγνυμι	to break	7	0.13	2	0.53	0	0.23
εἰκός	like truth	7	0.13	1	0.26	1	0.23
χορός	a round dance	7	0.13	0	0	3	0.71
ἱρός	NoDef	7	0.13	2	0.53	0	0.71
συλάω	to strip off	7	0.13	2	0.53	0	0.71
ἐκβαίνω	to step out of	7	0.13	0	0	1	0.23
ἰθύνω	to make straight	7	0.13	1	0.26	0	0.23
μελιηδής	honey-sweet	7	0.13	1	0.26	0	0.23
χαμαί	on the earth	7	0.13	1	0.26	0	0.23
γαστήρ	the paunch	7	0.13	1	0.26	0	0.23
ὑπεκφεύγω	to flee away	7	0.13	1	0.26	0	0.23
Ἄρτεμις	Artemis	7	0.13	2	0.53	0	0.23
διαμπερές	through and through	7	0.13	0	0	1	0.23
γόος	weeping	7	0.13	1	0.26	1	0.23
ἄμβροτος	immortal	7	0.13	0	0	1	0.23
δύστηνος	wretched	7	0.13	1	0.26	0	0.23
Βελλεροφόντης	Bellerophon	7	0.13	7	1.86	0	0.23
θύελλα	a furious storm	7	0.13	1	0.26	0	0.23
ἔνδον	in	7	0.13	1	0.26	0	0.23
ταμία	a housekeeper	7	0.13	2	0.53	1	0.23
ἄνειμι	go up	7	0.13	1	0.26	1	0.23
ἐνοσίχθων	NoDef	7	0.13	0	0	1	0.23
Καλυψώ	Calypso	7	0.13	0	0	1	0.23
συνίημι	to bring together; understand	6	0.11	0	0	1	0.23
ἅζομαι	to stand in awe of	6	0.11	1	0.26	0	0.23
ἁνδάνω	to please	6	0.11	0	0	1	0.23
ἀμφιβαίνω	to go about	6	0.11	1	0.26	1	0.23
ἐννῆμαρ	for nine days	6	0.11	1	0.26	0	0.23
μετόπισθε	from behind	6	0.11	1	0.26	1	0.23
φυή	growth	6	0.11	0	0	2	0.47
Πηλείδης	NoDef	6	0.11	0	0	1	0.23
ἱλάσκομαι	to appease	6	0.11	2	0.53	0	0.23
ἐριβῶλαξ	with large clods	6	0.11	1	0.26	0	0.23
ἀπειλέω	[to force back]	6	0.11	0	0	1	0.23
κολεόν	a sheath	6	0.11	0	0	1	0.23
ὁμῶς	equally	6	0.11	0	0	1	0.23
λήγω	to stay	6	0.11	1	0.26	1	0.23
κώπη	the handle of an oar	6	0.11	0	0	1	0.23
ἑτέρωθεν	from the other side	6	0.11	1	0.26	0	0.23
φθίω	to decay	6	0.11	1	0.26	0	0.23
κράτιστος	strongest	6	0.11	2	0.53	0	0.23
ταρβέω	to be frightened	6	0.11	1	0.26	0	0.23
προσφωνέω	to call	6	0.11	0	0	1	0.23
πάροιθε	before	6	0.11	1	0.26	0	0.23
διαπέρθω	to destroy utterly	6	0.11	0	0	1	0.23
δέρω	to skin	6	0.11	0	0	1	0.23
λείβω	to pour	6	0.11	1	0.26	3	0.71
ἐδητύς	meat	6	0.11	0	0	2	0.47
πετάννυμι	to spread out	6	0.11	0	0	1	0.23
φθινύθω	to waste	6	0.11	1	0.26	1	0.23
ὀφρύς	the brow	6	0.11	0	0	2	0.47
ἐλελίζω	to whirl round	6	0.11	2	0.53	0	0.47
μαλακός	soft	6	0.11	1	0.26	0	0.47
ἀναίσσω	NoDef	6	0.11	0	0	2	0.47
ῥίπτω	to throw	6	0.11	0	0	1	0.23
πατρώιος	NoDef	6	0.11	2	0.53	0	0.23
ὀπαδέω	to follow	6	0.11	0	0	1	0.23
Κρόνος	Cronus	6	0.11	1	0.26	0	0.23
κόσμος	order	6	0.11	0	0	3	0.71
ὕπερθεν	from above	6	0.11	0	0	1	0.23
στόμα	the mouth	6	0.11	1	0.26	0	0.23
δάω	to learn	6	0.11	1	0.26	2	0.47
πρηνής	with the face downwards	6	0.11	2	0.53	0	0.47
δηθά	for a long time	6	0.11	0	0	1	0.23
σταθμός	a standing place	6	0.11	0	0	1	0.23
δυοκαίδεκα	twelve	6	0.11	3	0.79	1	0.23
ἐπίσταμαι	to know	6	0.11	0	0	1	0.23
ἀλάομαι	to wander	6	0.11	1	0.26	1	0.23
Εὐρύπυλος	Eurypylus	6	0.11	1	0.26	0	0.23
καθύπερθε	from above	6	0.11	0	0	1	0.23
ἔλαιον	olive-oil	6	0.11	0	0	2	0.47
οἴγω	to open	6	0.11	2	0.53	0	0.47
χαμᾶζε	to the ground	6	0.11	1	0.26	0	0.47
ὑφαίνω	to weave	6	0.11	2	0.53	0	0.47
Σκαιαί	NoDef	6	0.11	3	0.79	0	0.47
ἐρεείνω	to ask	6	0.11	2	0.53	0	0.47
Τρωιός	NoDef	6	0.11	2	0.53	0	0.47
πη	[Dor. in some way	6	0.11	3	0.79	0	0.47
βίοτος	life	6	0.11	1	0.26	0	0.47
σκοπιά	a lookout-place	6	0.11	0	0	1	0.23
ἔντοσθε	from within	6	0.11	1	0.26	0	0.23
ἀκοντίζω	to hurl a javelin	6	0.11	0	0	1	0.23
μετέρχομαι	to come	6	0.11	2	0.53	0	0.23
βροτολοιγός	plague of man	6	0.11	0	0	1	0.23
στρέφω	to turn about	6	0.11	1	0.26	0	0.23
γαμβρός	any one connected by marriage	6	0.11	3	0.79	1	0.23
θαῦμα	whatever one regards with wonder	6	0.11	0	0	1	0.23
οὖδας	the surface of the earth	6	0.11	0	0	1	0.23
πεῖραρ	an end	6	0.11	1	0.26	0	0.23
ἀέξω	to increase	6	0.11	1	0.26	0	0.23
ὀιζύς	NoDef	6	0.11	1	0.26	1	0.23
δμωή	a female slave taken in war	6	0.11	3	0.79	2	0.47
ἄπειμι	be absent	6	0.11	1	0.26	1	0.23
ὑλήεις	woody	6	0.11	2	0.53	0	0.23
θεάομαι	to look on	6	0.11	0	0	2	0.47
Λαοδάμας	Laodamas	6	0.11	0	0	5	1.18
τράπεζα	four-legged a table	6	0.11	0	0	1	0.23
τελευτάω	to complete	6	0.11	0	0	1	0.23
δέμνιον	the bedstead	6	0.11	0	0	4	0.94
ἰάλλω	to send forth	6	0.11	0	0	4	0.94
χράω	to fall upon	6	0.11	0	0	2	0.47
ἀλύσκω	to flee from	6	0.11	0	0	1	0.23
ὑψόσε	aloft	6	0.11	0	0	1	0.23
ἀριδείκετος	much shewn	6	0.11	0	0	2	0.47
ἄορ	a hanger	6	0.11	0	0	1	0.23
θαρσέω	to be of good courage	5	0.09	0	0	1	0.23
ἀτιμάω	to dishonour	5	0.09	1	0.26	0	0.23
πίμπλημι	to fill full of	5	0.09	0	0	1	0.23
ἄλλῃ	in another place	5	0.09	0	0	1	0.23
ποθι	anywhere	5	0.09	1	0.26	0	0.23
ἐξαλαπάζω	to sack	5	0.09	0	0	1	0.23
ἀποδίδωμι	to give back	5	0.09	0	0	1	0.23
αἴτιος	to blame	5	0.09	0	0	1	0.23
μητίετα	a counsellor	5	0.09	1	0.26	0	0.23
λόχος	an ambush	5	0.09	1	0.26	1	0.23
οὐτιδανός	of no account	5	0.09	0	0	1	0.23
ἐπιχθόνιος	upon the earth	5	0.09	0	0	1	0.23
ἐπιπλέω	to sail upon	5	0.09	1	0.26	0	0.23
ἀτρύγετος	yielding no harvest	5	0.09	0	0	1	0.23
ἀπήμων	unharmed	5	0.09	0	0	1	0.23
δήν	long	5	0.09	2	0.53	0	0.23
ἔρος	love	5	0.09	0	0	2	0.47
κράτος	strength	5	0.09	1	0.26	0	0.47
ἀλέξω	to ward	5	0.09	1	0.26	0	0.47
Λῆμνος	Lemnos	5	0.09	0	0	3	0.71
ἐλεαίρω	to take pity on	5	0.09	2	0.53	0	0.71
Ἀργειφόντης	slayer of Argus	5	0.09	0	0	1	0.23
αἰσχρός	causing shame	5	0.09	1	0.26	0	0.23
προφέρω	to bring before	5	0.09	1	0.26	1	0.23
αἰδώς	a sense of shame	5	0.09	0	0	3	0.71
ἀμφικαλύπτω	to cover all round	5	0.09	0	0	2	0.47
μετάφρενον	the part behind the midriff	5	0.09	0	0	1	0.23
ἱππόβοτος	grazed by horses	5	0.09	1	0.26	0	0.23
ἐπαινέω	to approve	5	0.09	0	0	1	0.23
πῆ	[Dor. in what way? how?]	5	0.09	1	0.26	0	0.23
ἐναίσιμος	ominous	5	0.09	2	0.53	0	0.23
κακότης	badness	5	0.09	0	0	1	0.23
πέρθω	to waste	5	0.09	1	0.26	0	0.23
